    Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class_encoded
    -1.784703461740426,-2.2157548427630718,-2.3202241546451634,-0.23853605086751173,-1.79321817120078,-1.9211742547701465,-2.729935026491893,0.20281179122522555,0.8554060363504887,1.8737626019552571,-1.7750634351934984,2.197279961641898,0
-0.29478015812870667,-0.5688036127545626,-0.7009163482422509,0.36208857720333776,-0.30724366187484276,-0.2593427711588088,-0.7391631791141375,0.6036256078758581,0.35952304808001345,0.9383768450883221,-0.8248640079780621,0.8402301854873242,0
-0.6613503327534913,-0.4329400232592957,-0.3693951307718458,-0.6332153075074295,-0.6427487872872273,-0.6453797877520027,0.3104762598814757,-1.085518333723159,0.7683802139056707,-0.4316145311259649,0.07405883455752851,-0.2114833910324725,0
-1.0394124237952271,-1.265423775994387,-1.3346156800809181,-0.14007553078418997,-1.0456892075626598,-1.057939368370611,-1.0757564169355154,0.20281179122522555,0.7618122273060625,1.0206478676808257,-1.0353512228675577,1.0984466012278462,0
-1.0651045426636974,-1.2096264188099901,-1.2932724608052923,-0.22927559295263758,-1.0457618749062623,-1.0865484782406867,-0.9340329483791465,-1.2859252420484752,-0.2956336152309775,0.7559497949919028,-0.9508398147841055,0.9721655803912413,0
-0.5465775624236865,-0.813103575645921,-0.9033193748529722,0.2417584360637471,-0.5478452365424635,-0.5231029941887434,-0.8720289308857343,0.0024048828999410476,0.3825110011786459,1.0099168647339767,-0.9122241152103936,0.9061978829392817,0
-0.5358176152052674,-1.0090580351261564,-1.1445240221011233,0.5475767942696984,-0.5558386443387301,-0.5117069577038359,-1.4854258182312732,0.9758098661942753,0.4186349274764947,1.6841815498942732,-1.257866278607881,1.4113219662857077,0
-0.8026935849900048,-0.7430891067786087,-0.6245385523569762,-0.6020895217481167,-0.8041429574282076,-0.7978203724029248,0.08239005267356869,-0.026224675432274237,-0.32190556162941397,0.07453110786704177,-0.1626997169271979,0.04861781606382164,0
1.1029882233878443,0.9276366493345564,0.5605756330855745,1.095356277938978,1.113475572896119,1.1077576030616851,-0.07926327864854238,-0.2552611420897422,-1.2217197257758385,0.026241594606226215,-0.3146303382008188,0.20882508130429137,0
-0.526521606383912,-0.7553654408203268,-0.7639280743122389,0.06308783938163263,-0.5391251553101729,-0.5018693217695711,-0.5597944142224822,0.6036256078758581,0.8389860698514663,0.8829333298629398,-0.7014203781932448,0.66494458940069,0
0.20281250303329126,-0.14389231928223906,-0.3204858089021783,0.7336102492383266,0.19023697242734147,0.24501738795865577,-0.6240128609120875,0.6322551662080416,0.14277949029291856,0.9383768450883221,-0.7469995645753309,0.7346818695641897,0
0.35154864417497705,0.053517723428893646,-0.18334264039691012,0.831173488049415,0.35141314053751455,0.3917525157010121,-0.5597944142224822,0.08829355789649154,0.8619740229500987,0.7237567861513579,-0.7001542896826314,0.65929021533338,0
-0.6781856243197254,-0.30893165567605707,0.04637234470796076,-1.144760083341039,-0.6761757653443417,-0.6634297110748671,0.8906567092841142,-0.19800202542537523,-1.5304150959574594,-0.8125651357390757,0.8368771622021652,-0.8956626531770705,0
-0.037127000245471505,-0.38385299631545133,-0.635268758504098,0.7929553163488078,-0.04753057583978485,0.004488119199197205,-1.0292534038154568,0.5177369328792758,0.5795505991669143,1.0510523760302277,-1.00844684201702,1.0343636951316588,0
-0.9208334136330563,-1.0386640487659164,-0.9522411468209383,-0.4375736444657892,-0.9300754638912058,-0.9268663521288909,-0.353852498976508,0.37458914121835835,0.7306142909579197,0.6414857635588561,-0.545058447132477,0.49531336738137016,0
-1.6633429686238341,-1.8027445442603485,-1.5619740394365869,-1.0555514347489332,-1.660963605844371,-1.7755809622761136,-0.5066481135138445,-0.484297608747242,0.31518913853265434,0.789931304323589,-0.6612220679812661,0.6102856400833548,0
-1.4288200374142075,-1.6205769297218204,-1.5176765896934712,-0.619266662275429,-1.4355495059896566,-1.5000081374589518,-0.8587423557085736,0.14555267456085855,0.7536022440565504,0.9652043524554436,-0.9027284513807926,0.8930043434488895,0
-1.4009320109501413,-1.5158664832123638,-1.3236418077242567,-0.8651389037148579,-1.4011051851221081,-1.467724326529122,-0.3981410829003736,-0.2552611420897422,-0.33504153482863225,0.7005062797665207,-0.5798758811743481,0.531124403141003,0
-0.33562403940678776,-0.6046256076130611,-0.45966190060090845,-0.020020155201647658,-0.35840147177094817,-0.30172085200379617,-0.18998473845820632,1.118957657855193,1.2478432356771236,0.9383768450883221,-0.411486109262752,0.34641485027552066,0
-1.740346128309392,-1.8673211738877051,-1.5755926683887695,-1.2166756746864538,-1.7414063552122527,-1.8677162807500491,-0.3759967909384408,-0.2838907004219257,0.7733062038553769,0.7434302915539127,-0.5631002084087195,0.5122764895833005,0
-0.8277269315797963,-0.8502438345625907,-0.6817538683766626,-0.5946236263777103,-0.8181677547434751,-0.8250421710429506,0.027029322768735497,-0.6560749587403748,0.8816779827489253,0.3267096771179745,-0.21587543437296494,0.11835509622732131,0
0.11256070085430575,0.09875981353640689,0.17128773809944417,0.002549259382725976,0.10775953743859197,0.15510994998552396,0.3082618306852827,0.26007090788959253,-0.3777334477260893,0.031607096079649726,0.07152665753630037,-0.19263547747477006,0
-1.3536468007249796,-1.7719942041812027,-1.7745612464548042,-0.14603021559083373,-1.370584900809091,-1.4132137812540546,-1.7467284633820783,0.8040325162011426,0.5007347599716065,1.766452572486775,-1.3838420854139248,1.5884923537281097,0
0.38463365194861976,-0.08697809949300112,-0.37112569443522253,1.1020408087565297,0.36834463159687897,0.42415534528864746,-0.9783215323030121,0.8040325162011426,0.7453922608070401,1.2155944212152352,-0.9777441956346431,1.0343636951316588,0
-0.8765492771218752,-0.995188798680813,-0.8318771536499895,-0.4893454859101412,-0.8844403721088845,-0.8783178977432841,-0.19219916765439937,0.31733002455399134,-0.6667248581088838,0.6343317615942895,-0.41211915351805867,0.32945172807358825,0
-1.4231838745855117,-1.6365517268156309,-1.5508614374131795,-0.5613254754329887,-1.4222513821104132,-1.4934769886118582,-0.9583916695372724,-0.312520258754141,-0.25129970568361837,1.0403213730833807,-0.9657163547838147,0.9740503717470114,0
-0.5815656901135122,-0.832190940654858,-0.9744539007694558,0.2320042587885535,-0.593843665042797,-0.5602368154241588,-0.9517483819486933,0.5749960495436746,-0.11665598039163345,0.9705698539288671,-0.9612850449966672,1.000437450727794,0
-1.6084452787339403,-1.9480740020622043,-1.7920714204177446,-0.6587770907365266,-1.6209238995194362,-1.7104033697952,-1.2064077395109192,0.5177369328792758,0.36773303132952556,1.512485502744701,-1.1103669671214074,1.2077644998625208,0
-1.5375906603160505,-1.813363893617838,-1.7329547965294565,-0.5185522059819497,-1.548111221229809,-1.6268969040121877,-1.2661973278081384,0.37458914121835835,-0.2989176085307816,1.2710379364406172,-1.1429687462697051,1.1908013776605884,0
0.6172534632420633,0.0795809024123192,-0.2291501092049864,1.3012029054978436,0.6144689243782838,0.6496064378373311,-0.9805359614992052,0.23144134955740905,0.7798741904549868,1.278191938405182,-0.9783772398899497,1.0343636951316588,0
-1.607200931096436,-1.8862986835584608,-1.6954497647004558,-0.7914158701894883,-1.6207785648322313,-1.7089305139048527,-0.9296040899867605,0.5749960495436746,-0.30548559513039164,1.2889229413520311,-0.9476745935075721,0.9910134939489438,0
-0.948575046257416,-0.9755155385349114,-0.9058485233928707,-0.5300923593779543,-0.9447542672988951,-0.9573909185230282,-0.2320588931858764,-0.369779375418508,-0.014852188097695115,0.36247968694080185,-0.44662006543227645,0.3690323465447632,0
-0.007555444624782013,-0.3778658803845907,-0.6794683860463048,0.8733242417852679,0.005516584989983554,0.03439527630596733,-1.1554758679984745,-0.598815842075976,0.737182277557528,1.1100728922378942,-1.0818799756326039,1.1549903419009535,0
-0.8668140867814007,-1.2285306915886247,-1.227091295425811,0.07649553992319574,-0.8796443274311245,-0.8676731665357753,-1.1377604344289278,0.5749960495436746,1.001543738191788,1.4320029806433405,-1.0714347454200421,1.122948888852861,0
0.005180819429673363,-0.32208683242322256,-0.45656716188120183,0.5706141689434198,-0.007345534827645223,0.04725301068205155,-0.6395138652854412,0.6322551662080416,0.9933337549422777,0.9723583544200083,-0.7574447947878925,0.7516449917661221,0
-0.9414749450316564,-1.149855960228049,-1.2890821134353907,0.011749612331996395,-0.9372695309078456,-0.949569161105351,-1.1599047263908606,-0.39840893375069153,0.04590168794868638,0.9383768450883221,-1.0844121526538306,1.1455663851221034,0
-0.6535182623291997,-0.8720867376375654,-0.9694365111554938,0.09127706824999797,-0.6423854505692153,-0.636992691709748,-0.8210970593732896,-0.6847045170725583,-0.2742876587822489,0.8918758323186476,-0.8783562475514824,0.8948891348046616,0
-0.7237141084684108,-1.0423899756525534,-1.234481318058215,0.35305995272722174,-0.7308216077333634,-0.7123835727636247,-1.421207371541668,0.28870046622180784,0.44162288057512533,1.2388449276000724,-1.2255810215872365,1.341584686122208,0
-0.515834856085346,-1.0109438850982615,-1.2908767061757258,0.8068438566152045,-0.5288790598622313,-0.4905699879441318,-1.992530104159532,0.6322551662080416,0.3890789877782541,1.7503560680665025,-1.4927256973266865,1.7543539930358918,0
-0.059744848480107776,0.028608025496367637,0.025534437328601164,-0.1273933830417057,-0.05203595114313504,-0.018437849760649758,0.28390310952715686,-0.369779375418508,0.6928483680101689,-0.188378464330738,0.04398923243045753,-0.151170067647823,0
-0.8663749052622816,-0.8569083917455678,-0.610352554639515,-0.7617411900283344,-0.8749936174405696,-0.8671933725714955,0.20639808766039083,0.34595958288617484,0.955567831994525,0.2354961520697649,-0.03798999863176715,-0.058815291215082915,0
-0.2842398016698471,-0.3664500798252883,-0.28009413285358853,-0.11134965043721506,-0.28624279957374266,-0.24843396730429412,0.03367261035731706,0.08829355789649154,0.7995781502538134,0.3606911864496607,-0.21081108033051077,0.09573759995807879,0
-1.358038615916171,-1.3174311240115426,-1.1769102849443098,-0.9718380972977828,-1.3600481359867396,-1.4182646355446897,-0.15233944212291986,-0.11211335042882474,-0.5058091864184642,0.1907836397912317,-0.37951737436976096,0.30306464909280356,0
-1.8187400294721603,-1.7683506687982016,-1.7080545999341123,-1.1445668888087406,-1.7970695404117083,-1.9623919037015265,-0.6018685689501547,-1.8585164086922088,-1.032890111037082,0.12639762211014166,-0.7311734581926623,0.66305979804492,0
1.2007061113918553,0.4654660869958679,-0.27617235188982164,2.387011988773037,1.1930463141407717,1.1979886230107255,-2.010245537729079,0.4891073745470923,0.5483526628187717,1.480292493904156,-1.5009552726456747,1.7505844103243515,0
-0.7537248456082194,-0.63767375518249,-0.45013757540319027,-0.7374587839242406,-0.7581445289278742,-0.7447715250190339,0.3171195474700548,0.14555267456085855,-0.47296925342041946,-0.09895343977366956,0.08133884349355608,-0.190750686119,0
-0.3788834190400241,-0.7273340203611603,-1.2091186892403867,0.9462659107577828,-0.36995557940373336,-0.34676941398329947,-2.0058166793366925,-0.484297608747242,0.13621150369331034,1.2066519187595273,-1.499056139879754,1.763777949814742,0
-0.9388398559169415,-1.1524650245098458,-1.350615834978898,0.10591692058644762,-0.9223000581257466,-0.9466680813213348,-1.341487920478709,-1.085518333723159,0.42520291407610294,0.9562618499997357,-1.1838001007369912,1.2793865713817905,0
-0.9898581090546161,-0.9013448760397544,-1.5740701992255113,0.5575585117718236,-0.9246254131210241,-1.002971345129603,-2.2095441653864736,-3.8625854919452762,-0.10680400049222112,0.015510591659377211,-1.5829345037078988,1.6996950437185543,0
-0.1159600829273591,-0.5937133106870885,-1.0306162941902528,1.2053612446301334,-0.1327693698854264,-0.07561143750412229,-1.9903156749633388,0.8326620745333261,0.7010583512596792,1.499965999306711,-1.4920926530713798,1.729851705410879,0
0.40300607883177086,-0.07540667053794406,-0.5038828711687681,1.3385667280445053,0.39457754263735345,0.44211228528510116,-1.348131208067288,0.4604778162149088,0.01306175495064164,1.224536923670941,-1.1872818441411779,1.3057736503625732,0
-0.9595545842353947,-1.1529868373662053,-1.1399423859275797,-0.2626896606167388,-0.9709145109957672,-0.969493628288658,-0.7125900287598187,0.4891073745470923,0.28563319883441374,0.8936643328097889,-0.8068222467018195,0.8119583151507695,0
